Species	WP010_2A	WP011_3A	WP018_1B	WP020_3B	WP021_4B	WP022_5B	WP023_6B	WP024_7B	WP025_8B	WP016_8A	WP019_2B	WP009_1A	WP012_4A	WP013_5A	WP014_6A	WP015_7A	WP017_9A	WP026_0	PCR_control	Kingdom	Phylum	Class	Order	Family	Genus	Species	Total abundance	Guild	Guild category
Fonsecazyma_sp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae	Fonsecazyma	Fonsecazyma_sp	5.0	NA	ENA
Mortierella_simplex	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_simplex	3.0	Endophyte, Litter Saprotroph, Soil Saprotroph, Undefined Saprotroph	Sap
Entoloma_inusitatum	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma_inusitatum	4.0	Ectomycorrhizal, Fungal Parasite, Soil Saprotroph, Undefined Saprotroph	Myc
Fontanospora_fusiramosa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Fontanospora	Fontanospora_fusiramosa	1.0	Undefined Saprotroph	Sap
Cortinarius_bulbosus	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_bulbosus	3.0	Ectomycorrhizal	Myc
Tremellaceae_sp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Tremellaceae_gen_Incertae_sedis	Tremellaceae_sp	2.0	NA	ENA
Inocybe_putilla	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_putilla	4.0	Ectomycorrhizal	Myc
Capronia_pulcherrima	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Capronia	Capronia_pulcherrima	1.0	Endophyte	Nop
Athelia_acrospora	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Athelia	Athelia_acrospora	2.0	Epiphyte, Leaf Saprotroph, Lichen Parasite, Lichenized, Plant Pathogen, Wood Saprotroph	Pat
Ciborinia_sp	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Ciborinia	Ciborinia_sp	2.0	Plant Pathogen	Pat
Bandoniozyma_aquatica	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Bandoniozyma	Bandoniozyma_aquatica	1.0	Undefined Saprotroph	Sap
Trechispora_stellulata	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	Trechispora_stellulata	4.0	Wood Saprotroph	Sap
Hypoxylon_macrocarpum	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Hypoxylon	Hypoxylon_macrocarpum	1.0	NA	ENA
Triangularia_batistae	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	Triangularia	Triangularia_batistae	2.0	Undefined Saprotroph	Sap
Ochrocladosporium_sp	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Ochrocladosporium	Ochrocladosporium_sp	1.0	Undefined Saprotroph	Sap
Kickxellaceae_sp	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Kickxellaceae_gen_Incertae_sedis	Kickxellaceae_sp	1.0	NA	ENA
Entyloma_calendulae	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Exobasidiomycetes	Entylomatales	Entylomataceae	Entyloma	Entyloma_calendulae	1.0	Plant Pathogen	Pat
Daldinia_vernicosa	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Daldinia	Daldinia_vernicosa	3.0	Undefined Saprotroph	Sap
Cyberlindnera_jadinii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Cyberlindnera	Cyberlindnera_jadinii	1.0	NA	ENA
Laccaria_laccata	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hydnangiaceae	Laccaria	Laccaria_laccata	1.0	Ectomycorrhizal	Myc
Dioszegia_hungarica	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	Dioszegia_hungarica	2.0	NA	ENA
Phialophora_phaeophora	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phialophora	Phialophora_phaeophora	3.0	Animal Pathogen, Endophyte, Ericoid Mycorrhizal, Plant Pathogen, Wood Saprotroph	Myc
Corticiales_sp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiales_fam_Incertae_sedis	Corticiales_gen_Incertae_sedis	Corticiales_sp	2.0	NA	ENA
Dialonectria_sp	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Dialonectria	Dialonectria_sp	3.0	Fungal Parasite	Nop
Septobasidiaceae_sp	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Pucciniomycetes	Septobasidiales	Septobasidiaceae	Septobasidiaceae_gen_Incertae_sedis	Septobasidiaceae_sp	2.0	NA	ENA
Chaetospermum_sp	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Chaetospermum	Chaetospermum_sp	2.0	NA	ENA
Hypoxylon_fragiforme	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Hypoxylon	Hypoxylon_fragiforme	2.0	NA	ENA
Aaosphaeria_arxii	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Aaosphaeria	Aaosphaeria_arxii	1.0	Undefined Saprotroph	Sap
Russula_conviviales	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_conviviales	5.0	Ectomycorrhizal	Myc
Apiotrichum_sp	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	Apiotrichum_sp	4.0	Soil Saprotroph	Sap
Heterocephalacria_arrabidensis	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Heterocephalacria	Heterocephalacria_arrabidensis	3.0	NA	ENA
Cortinarius_decipiens	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_decipiens	1.0	Ectomycorrhizal	Myc
Cephalotrichiella_penicillata	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascales_fam_Incertae_sedis	Cephalotrichiella	Cephalotrichiella_penicillata	1.0	NA	ENA
Cyphellophora_sessilis	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	Cyphellophora_sessilis	3.0	Animal Pathogen, Undefined Saprotroph	Nop
Steccherinum_ochraceum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	Steccherinum	Steccherinum_ochraceum	2.0	Undefined Saprotroph	Sap
Teichospora_rubriostiolata	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae	Teichospora	Teichospora_rubriostiolata	3.0	Undefined Saprotroph	Sap
Melanconiella_carpinicola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Melanconidaceae	Melanconiella	Melanconiella_carpinicola	1.0	Undefined Saprotroph	Sap
Microcera_physciae	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Microcera	Microcera_physciae	3.0	NA	ENA
GS10_sp	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS10	GS10_fam_Incertae_sedis	GS10_gen_Incertae_sedis	GS10_sp	3.0	NA	ENA
Hysterangium_sp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Hysterangiales	Hysterangiaceae	Hysterangium	Hysterangium_sp	1.0	Ectomycorrhizal	Myc
Hypoxylon_rubiginosum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Hypoxylon	Hypoxylon_rubiginosum	1.0	NA	ENA
Phellinus_igniarius	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Phellinus	Phellinus_igniarius	1.0	Plant Pathogen, Wood Saprotroph	Pat
Mucor_circinelloides	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor_circinelloides	2.0	NA	ENA
Proliferodiscus_alboviridis	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Lachnaceae	Proliferodiscus	Proliferodiscus_alboviridis	6.0	Undefined Saprotroph	Sap
Libkindia_masarykiana	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Microbotryomycetes	Kriegeriales	Kriegeriaceae	Libkindia	Libkindia_masarykiana	2.0	NA	ENA
Pseudallescheria_boydii	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Pseudallescheria	Pseudallescheria_boydii	1.0	Animal Pathogen, Undefined Saprotroph	Nop
Mortierellomycetes_sp	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellomycetes_ord_Incertae_sedis	Mortierellomycetes_fam_Incertae_sedis	Mortierellomycetes_gen_Incertae_sedis	Mortierellomycetes_sp	2.0	NA	ENA
Eurotiomycetes_sp	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Eurotiomycetes	Eurotiomycetes_ord_Incertae_sedis	Eurotiomycetes_fam_Incertae_sedis	Eurotiomycetes_gen_Incertae_sedis	Eurotiomycetes_sp	1.0	NA	ENA
Candelabrum_sp	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Pezizomycotina_cls_Incertae_sedis	Pezizomycotina_ord_Incertae_sedis	Pezizomycotina_fam_Incertae_sedis	Candelabrum	Candelabrum_sp	2.0	NA	ENA
Arthrographis_sp	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes_ord_Incertae_sedis	Eremomycetaceae	Arthrographis	Arthrographis_sp	2.0	NA	ENA
Absidia_cylindrospora	1.0	2.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	7.0	0.0	0.0	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	Absidia_cylindrospora	22.0	Undefined Saprotroph	Sap
Caliciopsis_beckhausii	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Eurotiomycetes	Coryneliales	Coryneliaceae	Caliciopsis	Caliciopsis_beckhausii	3.0	Plant Pathogen	Pat
Exobasidium_sp	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Fungi	Basidiomycota	Exobasidiomycetes	Exobasidiales	Exobasidiaceae	Exobasidium	Exobasidium_sp	3.0	Plant Pathogen	Pat
Pseudoophiobolus_sp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Pseudoophiobolus	Pseudoophiobolus_sp	2.0	NA	ENA
Badarisama_sp	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Pezizomycotina_cls_Incertae_sedis	Pezizomycotina_ord_Incertae_sedis	Pezizomycotina_fam_Incertae_sedis	Badarisama	Badarisama_sp	1.0	NA	ENA
Xenopolyscytalum_pinea	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hamatocanthoscyphaceae	Xenopolyscytalum	Xenopolyscytalum_pinea	2.0	Undefined Saprotroph	Sap
Rosellinia_abscondita	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Rosellinia	Rosellinia_abscondita	3.0	Undefined Saprotroph	Sap
Corticiaceae_sp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticiaceae_gen_Incertae_sedis	Corticiaceae_sp	1.0	NA	ENA
Extremopsis_radicicola	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Extremaceae	Extremopsis	Extremopsis_radicicola	4.0	NA	ENA
Tremella_sp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Tremella	Tremella_sp	2.0	NA	ENA
Cryptococcus_sp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_sp	2.0	Animal Pathogen, Endophyte, Epiphyte, Undefined Saprotroph	Pat
Slooffia_cresolica	0.0	2.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Chrysozymaceae	Slooffia	Slooffia_cresolica	6.0	NA	ENA
Mortierella_elongatula	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_elongatula	2.0	Endophyte, Litter Saprotroph, Soil Saprotroph, Undefined Saprotroph	Sap
Auxarthron_californiense	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Auxarthron	Auxarthron_californiense	2.0	Undefined Saprotroph	Sap
Geastrales_sp	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastrales_fam_Incertae_sedis	Geastrales_gen_Incertae_sedis	Geastrales_sp	1.0	NA	ENA
Oidiodendron_eucalypti	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	Oidiodendron_eucalypti	7.0	Ericoid Mycorrhizal	Myc
Jeremyomyces_labinae	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Jeremyomyces	Jeremyomyces_labinae	1.0	Wood Saprotroph	Sap
Pleuroascus_nicholsonii	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Pleuroascaceae	Pleuroascus	Pleuroascus_nicholsonii	1.0	Dung Saprotroph	Nop
Ajellomycetaceae_sp	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Ajellomycetaceae_gen_Incertae_sedis	Ajellomycetaceae_sp	1.0	NA	ENA
Microscypha_sp	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Microscypha	Microscypha_sp	4.0	Undefined Saprotroph	Sap
Entoloma_byssisedum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma_byssisedum	1.0	Ectomycorrhizal, Fungal Parasite, Soil Saprotroph, Undefined Saprotroph	Myc
Aspergillus_unguis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_unguis	2.0	NA	ENA
Colletotrichum_anthrisci	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum_anthrisci	1.0	Endophyte, Plant Pathogen	Pat
Ascocorticiaceae_sp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Ascocorticiaceae	Ascocorticiaceae_gen_Incertae_sedis	Ascocorticiaceae_sp	1.0	NA	ENA
Pseudomicrostroma_glucosiphilum	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Exobasidiomycetes	Microstromatales	Microstromatales_fam_Incertae_sedis	Pseudomicrostroma	Pseudomicrostroma_glucosiphilum	2.0	NA	ENA
Hohenbuehelia_leiospora	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Hohenbuehelia	Hohenbuehelia_leiospora	2.0	Undefined Saprotroph	Sap
Russula_xerampelina	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_xerampelina	2.0	Ectomycorrhizal	Myc
Lobulomyces_sp	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Chytridiomycota	Lobulomycetes	Lobulomycetales	Lobulomycetaceae	Lobulomyces	Lobulomyces_sp	1.0	NA	ENA
Sporormia_sp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormia	Sporormia_sp	1.0	Dung Saprotroph	Nop
Psathyrella_fagetophila	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella_fagetophila	1.0	Wood Saprotroph	Sap
Clitocybe_nebularis	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Clitocybe	Clitocybe_nebularis	2.0	NULL	ENA
